distrito, concelho, freguesia, ano e mes, preco_m2
Lisboa,Lisboa,São Domingos de Benfica,Fevereiro 2015,1.830
Lisboa,Lisboa,São Domingos de Benfica,Janeiro 2015,1.836
Lisboa,Lisboa,São Vicente,Dezembro 2019,4.221
Lisboa,Lisboa,São Vicente,Novembro 2019,4.209
Lisboa,Lisboa,São Vicente,Outubro 2019,4.181
Lisboa,Lisboa,São Vicente,Setembro 2019,4.138
Lisboa,Lisboa,São Vicente,Agosto 2019,4.174
Lisboa,Lisboa,São Vicente,Julho 2019,4.211
Lisboa,Lisboa,São Vicente,Junho 2019,4.169
Lisboa,Lisboa,São Vicente,Maio 2019,4.127
Lisboa,Lisboa,São Vicente,Abril 2019,4.082
Lisboa,Lisboa,São Vicente,Março 2019,4.049
Lisboa,Lisboa,São Vicente,Fevereiro 2019,4.058
Lisboa,Lisboa,São Vicente,Janeiro 2019,3.991
Lisboa,Lisboa,São Vicente,Dezembro 2018,4.006
Lisboa,Lisboa,São Vicente,Novembro 2018,4.083
Lisboa,Lisboa,São Vicente,Outubro 2018,4.190
Lisboa,Lisboa,São Vicente,Setembro 2018,4.193
Lisboa,Lisboa,São Vicente,Agosto 2018,4.128
Lisboa,Lisboa,São Vicente,Julho 2018,4.043
Lisboa,Lisboa,São Vicente,Junho 2018,4.030
Lisboa,Lisboa,São Vicente,Maio 2018,4.047
Lisboa,Lisboa,São Vicente,Abril 2018,4.014
Lisboa,Lisboa,São Vicente,Março 2018,3.861
Lisboa,Lisboa,São Vicente,Fevereiro 2018,3.754
Lisboa,Lisboa,São Vicente,Janeiro 2018,3.673
Lisboa,Lisboa,São Vicente,Dezembro 2017,3.617
Lisboa,Lisboa,São Vicente,Novembro 2017,3.517
Lisboa,Lisboa,São Vicente,Outubro 2017,3.507
Lisboa,Lisboa,São Vicente,Setembro 2017,3.409
Lisboa,Lisboa,São Vicente,Agosto 2017,3.284
Lisboa,Lisboa,São Vicente,Julho 2017,3.366
Lisboa,Lisboa,São Vicente,Junho 2017,3.420
Lisboa,Lisboa,São Vicente,Maio 2017,3.428
Lisboa,Lisboa,São Vicente,Abril 2017,3.328
Lisboa,Lisboa,São Vicente,Março 2017,3.322
Lisboa,Lisboa,São Vicente,Fevereiro 2017,3.203
Lisboa,Lisboa,São Vicente,Janeiro 2017,3.129
Lisboa,Lisboa,São Vicente,Dezembro 2016,2.902
Lisboa,Lisboa,São Vicente,Novembro 2016,2.878
Lisboa,Lisboa,São Vicente,Outubro 2016,2.859
Lisboa,Lisboa,São Vicente,Setembro 2016,2.802
Lisboa,Lisboa,São Vicente,Agosto 2016,2.970
Lisboa,Lisboa,São Vicente,Julho 2016,2.730
Lisboa,Lisboa,São Vicente,Junho 2016,2.504
Lisboa,Lisboa,São Vicente,Maio 2016,2.387
Lisboa,Lisboa,São Vicente,Abril 2016,2.305
Lisboa,Lisboa,São Vicente,Março 2016,2.205
Lisboa,Lisboa,São Vicente,Fevereiro 2016,2.138
Lisboa,Lisboa,São Vicente,Janeiro 2016,2.013
Lisboa,Lisboa,São Vicente,Dezembro 2015,2.169
Lisboa,Lisboa,São Vicente,Novembro 2015,2.167
Lisboa,Lisboa,São Vicente,Outubro 2015,2.143
Lisboa,Lisboa,São Vicente,Setembro 2015,2.077
Lisboa,Lisboa,São Vicente,Agosto 2015,2.066
Lisboa,Lisboa,São Vicente,Julho 2015,2.059
Lisboa,Lisboa,São Vicente,Junho 2015,2.009
Lisboa,Lisboa,São Vicente,Maio 2015,2.026
Lisboa,Lisboa,São Vicente,Abril 2015,2.060
Lisboa,Lisboa,São Vicente,Março 2015,1.977
Lisboa,Lisboa,São Vicente,Fevereiro 2015,1.990
Lisboa,Lisboa,São Vicente,Janeiro 2015,1.998
